INSERT Address (Street, City, ZIP, Country) VALUES ('Cowley 9','Taylorville',240939,'Czech Republic');
INSERT Payments (Value, Date) VALUES (0.0,'2016-8-25');
INSERT Payments (Value, Date) VALUES (0.0,'2016-8-10');
INSERT Payments (Value, Date) VALUES (0.0,'2016-6-15');
INSERT Payments (Value, Date) VALUES (0.0,'2019-1-1');
INSERT Payments (Value, Date) VALUES (0.0,'2016-7-16');
INSERT Payments (Value, Date) VALUES (0.0,'2016-8-4');
INSERT Payments (Value, Date) VALUES (273.03204,'2017-4-16');
INSERT Payments (Value, Date) VALUES (0.0,'2017-10-8');
INSERT Payments (Value, Date) VALUES (0.0,'2015-7-9');
INSERT Payments (Value, Date) VALUES (0.0,'2018-11-22');
INSERT Payments (Value, Date) VALUES (0.0,'2015-1-11');
INSERT Payments (Value, Date) VALUES (0.0,'2015-7-26');
INSERT Payments (Value, Date) VALUES (0.0,'2016-4-16');
INSERT Payments (Value, Date) VALUES (0.0,'2018-1-13');
INSERT Payments (Value, Date) VALUES (0.0,'2015-5-31');
INSERT Payments (Value, Date) VALUES (0.0,'2017-12-8');
INSERT Payments (Value, Date) VALUES (0.0,'2016-5-8');
INSERT Payments (Value, Date) VALUES (1657.9674,'2015-5-15');
INSERT Payments (Value, Date) VALUES (0.0,'2016-11-15');
INSERT Payments (Value, Date) VALUES (0.0,'2015-8-27');
INSERT Payments (Value, Date) VALUES (0.0,'2015-9-30');
INSERT Payments (Value, Date) VALUES (0.0,'2016-3-1');
INSERT Payments (Value, Date) VALUES (0.0,'2015-11-26');
INSERT Payments (Value, Date) VALUES (0.0,'2015-7-16');
INSERT Payments (Value, Date) VALUES (0.0,'2015-11-2');
INSERT Payments (Value, Date) VALUES (0.0,'2018-6-11');
INSERT Payments (Value, Date) VALUES (0.0,'2017-10-11');
INSERT Payments (Value, Date) VALUES (0.0,'2017-1-10');
INSERT Payments (Value, Date) VALUES (0.0,'2015-8-8');
INSERT Payments (Value, Date) VALUES (0.0,'2018-11-22');
INSERT Payments (Value, Date) VALUES (0.0,'2018-5-22');
INSERT Payments (Value, Date) VALUES (0.0,'2016-7-16');
INSERT Payments (Value, Date) VALUES (0.0,'2015-2-16');
INSERT Payments (Value, Date) VALUES (0.0,'2017-10-19');
INSERT Payments (Value, Date) VALUES (0.0,'2017-7-9');
INSERT Payments (Value, Date) VALUES (0.0,'2018-1-5');
INSERT Payments (Value, Date) VALUES (0.0,'2016-10-4');
INSERT Payments (Value, Date) VALUES (0.0,'2016-3-23');
INSERT Payments (Value, Date) VALUES (0.0,'2016-2-21');
INSERT Payments (Value, Date) VALUES (0.0,'2017-3-3');
INSERT Payments (Value, Date) VALUES (0.0,'2018-5-26');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-20');
INSERT Payments (Value, Date) VALUES (0.0,'2017-5-14');
INSERT Payments (Value, Date) VALUES (0.0,'2016-12-12');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-26');
INSERT Payments (Value, Date) VALUES (0.0,'2017-3-6');
INSERT Payments (Value, Date) VALUES (0.0,'2017-2-11');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-6');
INSERT Payments (Value, Date) VALUES (0.0,'2018-3-21');
INSERT Payments (Value, Date) VALUES (0.0,'2016-1-7');
INSERT Payments (Value, Date) VALUES (0.0,'2016-12-25');
INSERT Payments (Value, Date) VALUES (0.0,'2017-8-6');
INSERT Payments (Value, Date) VALUES (0.0,'2017-5-10');
INSERT Payments (Value, Date) VALUES (7042.735,'2016-1-23');
INSERT Payments (Value, Date) VALUES (0.0,'2015-7-19');
INSERT Payments (Value, Date) VALUES (0.0,'2017-12-3');
INSERT Payments (Value, Date) VALUES (0.0,'2016-1-5');
INSERT Payments (Value, Date) VALUES (0.0,'2017-11-5');
INSERT Payments (Value, Date) VALUES (0.0,'2018-6-18');
INSERT Payments (Value, Date) VALUES (0.0,'2017-4-11');
INSERT Payments (Value, Date) VALUES (0.0,'2018-8-20');
INSERT Payments (Value, Date) VALUES (0.0,'2015-12-15');
INSERT Payments (Value, Date) VALUES (0.0,'2015-3-22');
INSERT Payments (Value, Date) VALUES (0.0,'2016-9-29');
INSERT Payments (Value, Date) VALUES (0.0,'2017-3-15');
INSERT Payments (Value, Date) VALUES (0.0,'2017-9-28');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-3');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-28');
INSERT Payments (Value, Date) VALUES (1463.2539,'2016-4-4');
INSERT Payments (Value, Date) VALUES (0.0,'2017-10-11');
INSERT Payments (Value, Date) VALUES (0.0,'2018-8-29');
INSERT Payments (Value, Date) VALUES (0.0,'2016-7-31');
INSERT Payments (Value, Date) VALUES (0.0,'2017-12-9');
INSERT Payments (Value, Date) VALUES (0.0,'2015-12-12');
INSERT Payments (Value, Date) VALUES (0.0,'2015-2-2');
INSERT Payments (Value, Date) VALUES (0.0,'2017-9-17');
INSERT Payments (Value, Date) VALUES (0.0,'2016-6-14');
INSERT Payments (Value, Date) VALUES (0.0,'2015-7-14');
INSERT Payments (Value, Date) VALUES (0.0,'2015-1-30');
INSERT Payments (Value, Date) VALUES (0.0,'2016-12-24');
INSERT Payments (Value, Date) VALUES (0.0,'2017-9-6');
INSERT Payments (Value, Date) VALUES (0.0,'2015-7-3');
INSERT Payments (Value, Date) VALUES (0.0,'2015-12-31');
INSERT Payments (Value, Date) VALUES (0.0,'2018-3-30');
INSERT Payments (Value, Date) VALUES (0.0,'2018-7-26');
INSERT Payments (Value, Date) VALUES (0.0,'2016-10-3');
INSERT Payments (Value, Date) VALUES (0.0,'2017-6-3');
INSERT Payments (Value, Date) VALUES (0.0,'2016-9-3');
INSERT Payments (Value, Date) VALUES (0.0,'2016-8-8');
INSERT Payments (Value, Date) VALUES (1400.031,'2015-7-17');
INSERT Payments (Value, Date) VALUES (0.0,'2016-3-7');
INSERT Payments (Value, Date) VALUES (0.0,'2017-12-22');
INSERT Payments (Value, Date) VALUES (0.0,'2015-9-16');
INSERT Payments (Value, Date) VALUES (0.0,'2016-5-31');
INSERT Payments (Value, Date) VALUES (0.0,'2017-4-15');
INSERT Payments (Value, Date) VALUES (1943.3157,'2017-2-10');
INSERT Payments (Value, Date) VALUES (0.0,'2017-7-10');
INSERT Payments (Value, Date) VALUES (0.0,'2017-1-14');
INSERT Payments (Value, Date) VALUES (0.0,'2018-12-26');
INSERT Payments (Value, Date) VALUES (0.0,'2016-1-13');
INSERT Payments (Value, Date) VALUES (5079.366,'2016-7-25');
INSERT Payments (Value, Date) VALUES (0.0,'2018-5-25');
INSERT Payments (Value, Date) VALUES (0.0,'2018-5-12');
INSERT Payments (Value, Date) VALUES (0.0,'2015-9-27');
INSERT Payments (Value, Date) VALUES (0.0,'2017-7-30');
INSERT Payments (Value, Date) VALUES (0.0,'2018-1-15');
INSERT Payments (Value, Date) VALUES (0.0,'2016-7-14');
INSERT Payments (Value, Date) VALUES (0.0,'2017-11-28');
INSERT Payments (Value, Date) VALUES (0.0,'2015-3-13');
INSERT Payments (Value, Date) VALUES (0.0,'2015-3-21');
INSERT Payments (Value, Date) VALUES (0.0,'2016-10-20');
INSERT Payments (Value, Date) VALUES (0.0,'2018-11-18');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-9');
INSERT Payments (Value, Date) VALUES (598.1226,'2017-8-8');
INSERT Payments (Value, Date) VALUES (0.0,'2016-1-1');
INSERT Payments (Value, Date) VALUES (0.0,'2015-3-20');
INSERT Payments (Value, Date) VALUES (0.0,'2018-4-2');
INSERT Payments (Value, Date) VALUES (0.0,'2015-1-10');
INSERT Payments (Value, Date) VALUES (0.0,'2018-4-10');
INSERT Payments (Value, Date) VALUES (0.0,'2016-1-10');
INSERT Payments (Value, Date) VALUES (0.0,'2017-11-7');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-4');
INSERT Payments (Value, Date) VALUES (0.0,'2017-1-11');
INSERT Payments (Value, Date) VALUES (0.0,'2018-5-7');
INSERT Payments (Value, Date) VALUES (0.0,'2018-12-3');
INSERT Payments (Value, Date) VALUES (0.0,'2017-6-25');
INSERT Payments (Value, Date) VALUES (0.0,'2018-11-8');
INSERT Payments (Value, Date) VALUES (0.0,'2015-2-25');
INSERT Payments (Value, Date) VALUES (0.0,'2017-12-5');
INSERT Payments (Value, Date) VALUES (766.286,'2016-7-31');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-9');
INSERT Payments (Value, Date) VALUES (0.0,'2017-9-12');
INSERT Payments (Value, Date) VALUES (0.0,'2016-5-9');
INSERT Payments (Value, Date) VALUES (0.0,'2018-5-3');
INSERT Payments (Value, Date) VALUES (0.0,'2015-12-12');
INSERT Payments (Value, Date) VALUES (0.0,'2018-8-11');
INSERT Payments (Value, Date) VALUES (3444.368,'2017-3-12');
INSERT Payments (Value, Date) VALUES (0.0,'2017-7-29');
INSERT Payments (Value, Date) VALUES (0.0,'2016-4-21');
INSERT Payments (Value, Date) VALUES (0.0,'2015-5-17');
INSERT Payments (Value, Date) VALUES (0.0,'2016-10-29');
INSERT Payments (Value, Date) VALUES (0.0,'2018-10-2');
INSERT Payments (Value, Date) VALUES (0.0,'2015-2-1');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-23');
INSERT Payments (Value, Date) VALUES (0.0,'2017-7-3');
INSERT Payments (Value, Date) VALUES (0.0,'2015-2-16');
INSERT Payments (Value, Date) VALUES (0.0,'2015-11-25');
INSERT Payments (Value, Date) VALUES (0.0,'2015-5-21');
INSERT Payments (Value, Date) VALUES (0.0,'2017-12-5');
INSERT Payments (Value, Date) VALUES (0.0,'2018-11-3');
INSERT Payments (Value, Date) VALUES (0.0,'2017-11-10');
INSERT Payments (Value, Date) VALUES (0.0,'2017-3-8');
INSERT Payments (Value, Date) VALUES (0.0,'2018-10-18');
INSERT Payments (Value, Date) VALUES (0.0,'2017-6-14');
INSERT Payments (Value, Date) VALUES (0.0,'2015-3-1');
INSERT Payments (Value, Date) VALUES (1131.1768,'2015-10-13');
INSERT Payments (Value, Date) VALUES (3011.581,'2015-5-25');
INSERT Payments (Value, Date) VALUES (0.0,'2016-4-5');
INSERT Payments (Value, Date) VALUES (0.0,'2016-11-5');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-19');
INSERT Payments (Value, Date) VALUES (0.0,'2017-12-24');
INSERT Payments (Value, Date) VALUES (0.0,'2018-8-22');
INSERT Payments (Value, Date) VALUES (0.0,'2015-2-6');
INSERT Payments (Value, Date) VALUES (0.0,'2017-5-17');
INSERT Payments (Value, Date) VALUES (0.0,'2016-10-16');
INSERT Payments (Value, Date) VALUES (0.0,'2015-1-31');
INSERT Payments (Value, Date) VALUES (0.0,'2018-1-4');
INSERT Payments (Value, Date) VALUES (503.6856,'2016-5-30');
INSERT Payments (Value, Date) VALUES (0.0,'2017-9-21');
INSERT Payments (Value, Date) VALUES (0.0,'2017-6-22');
INSERT Payments (Value, Date) VALUES (4769.7383,'2015-11-16');
INSERT Payments (Value, Date) VALUES (0.0,'2015-12-12');
INSERT Payments (Value, Date) VALUES (0.0,'2016-7-1');
INSERT Payments (Value, Date) VALUES (0.0,'2018-12-16');
INSERT Payments (Value, Date) VALUES (0.0,'2018-9-9');
INSERT Payments (Value, Date) VALUES (0.0,'2015-12-4');
INSERT Payments (Value, Date) VALUES (0.0,'2015-1-26');
INSERT Payments (Value, Date) VALUES (0.0,'2017-2-27');
INSERT Payments (Value, Date) VALUES (0.0,'2018-9-16');
INSERT Payments (Value, Date) VALUES (0.0,'2018-7-1');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-8');
INSERT Payments (Value, Date) VALUES (0.0,'2017-3-10');
INSERT Payments (Value, Date) VALUES (0.0,'2015-6-16');
INSERT Payments (Value, Date) VALUES (0.0,'2016-10-19');
INSERT Payments (Value, Date) VALUES (0.0,'2018-4-26');
INSERT Payments (Value, Date) VALUES (399.13547,'2017-12-4');
INSERT Payments (Value, Date) VALUES (0.0,'2018-8-13');
INSERT Payments (Value, Date) VALUES (0.0,'2015-1-11');
INSERT Payments (Value, Date) VALUES (0.0,'2018-10-8');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-17');
INSERT Payments (Value, Date) VALUES (0.0,'2018-9-16');
INSERT Payments (Value, Date) VALUES (0.0,'2017-5-31');
INSERT Payments (Value, Date) VALUES (0.0,'2018-6-17');
INSERT Payments (Value, Date) VALUES (0.0,'2018-12-26');
INSERT Payments (Value, Date) VALUES (0.0,'2015-12-2');
INSERT Payments (Value, Date) VALUES (0.0,'2015-8-28');
INSERT Payments (Value, Date) VALUES (0.0,'2016-1-26');
INSERT Payments (Value, Date) VALUES (0.0,'2018-6-7');
INSERT Payments (Value, Date) VALUES (0.0,'2017-6-26');
INSERT Payments (Value, Date) VALUES (0.0,'2016-3-5');
INSERT Payments (Value, Date) VALUES (0.0,'2017-10-16');
INSERT Payments (Value, Date) VALUES (0.0,'2018-7-19');
INSERT Payments (Value, Date) VALUES (0.0,'2018-11-19');
INSERT Payments (Value, Date) VALUES (0.0,'2016-6-27');
INSERT Payments (Value, Date) VALUES (333.44226,'2015-11-12');
INSERT Payments (Value, Date) VALUES (0.0,'2015-11-22');
INSERT Payments (Value, Date) VALUES (0.0,'2015-9-14');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-3');
INSERT Payments (Value, Date) VALUES (0.0,'2015-6-8');
INSERT Payments (Value, Date) VALUES (0.0,'2015-10-19');
INSERT Payments (Value, Date) VALUES (0.0,'2016-5-5');
INSERT Payments (Value, Date) VALUES (0.0,'2017-5-8');
INSERT Payments (Value, Date) VALUES (0.0,'2017-7-28');
INSERT Payments (Value, Date) VALUES (0.0,'2018-1-28');
INSERT Payments (Value, Date) VALUES (0.0,'2016-10-2');
INSERT Payments (Value, Date) VALUES (0.0,'2015-1-9');
INSERT Payments (Value, Date) VALUES (0.0,'2015-9-6');
INSERT Payments (Value, Date) VALUES (0.0,'2018-6-11');
INSERT Payments (Value, Date) VALUES (0.0,'2016-10-13');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-30');
INSERT Payments (Value, Date) VALUES (0.0,'2016-8-26');
INSERT Payments (Value, Date) VALUES (759.88696,'2017-2-4');
INSERT Payments (Value, Date) VALUES (0.0,'2015-12-23');
INSERT Payments (Value, Date) VALUES (0.0,'2018-6-29');
INSERT Payments (Value, Date) VALUES (0.0,'2015-2-6');
INSERT Payments (Value, Date) VALUES (0.0,'2018-12-31');
INSERT Payments (Value, Date) VALUES (0.0,'2016-11-13');
INSERT Payments (Value, Date) VALUES (0.0,'2018-4-22');
INSERT Payments (Value, Date) VALUES (0.0,'2017-10-28');
INSERT Payments (Value, Date) VALUES (0.0,'2015-9-21');
INSERT Payments (Value, Date) VALUES (0.0,'2018-9-6');
INSERT Payments (Value, Date) VALUES (0.0,'2015-6-14');
INSERT Payments (Value, Date) VALUES (1070.9777,'2017-8-26');
INSERT Payments (Value, Date) VALUES (0.0,'2017-11-3');
INSERT Payments (Value, Date) VALUES (0.0,'2015-1-26');
INSERT Payments (Value, Date) VALUES (0.0,'2015-3-22');
INSERT Payments (Value, Date) VALUES (0.0,'2018-3-10');
INSERT Payments (Value, Date) VALUES (0.0,'2018-7-2');
INSERT Payments (Value, Date) VALUES (0.0,'2015-10-17');
INSERT Payments (Value, Date) VALUES (680.0927,'2017-5-14');
INSERT Payments (Value, Date) VALUES (1309.4027,'2018-3-3');
INSERT Payments (Value, Date) VALUES (0.0,'2017-6-16');
INSERT Payments (Value, Date) VALUES (0.0,'2016-9-29');
INSERT Payments (Value, Date) VALUES (0.0,'2017-10-13');
INSERT Payments (Value, Date) VALUES (0.0,'2016-11-17');
INSERT Payments (Value, Date) VALUES (0.0,'2018-12-7');
INSERT Payments (Value, Date) VALUES (0.0,'2017-10-25');
INSERT Payments (Value, Date) VALUES (0.0,'2016-12-30');
INSERT Payments (Value, Date) VALUES (0.0,'2016-11-20');
INSERT Payments (Value, Date) VALUES (0.0,'2016-3-9');
INSERT Payments (Value, Date) VALUES (0.0,'2016-9-4');
INSERT Payments (Value, Date) VALUES (0.0,'2016-4-19');
INSERT Payments (Value, Date) VALUES (0.0,'2017-7-11');
INSERT Payments (Value, Date) VALUES (0.0,'2015-4-22');
INSERT Payments (Value, Date) VALUES (0.0,'2018-3-25');
INSERT Payments (Value, Date) VALUES (0.0,'2015-2-23');
INSERT Payments (Value, Date) VALUES (0.0,'2018-4-17');
INSERT Payments (Value, Date) VALUES (0.0,'2016-2-19');
INSERT Payments (Value, Date) VALUES (0.0,'2016-6-6');
INSERT Payments (Value, Date) VALUES (0.0,'2018-2-27');
INSERT Payments (Value, Date) VALUES (0.0,'2016-5-14');
INSERT Payments (Value, Date) VALUES (0.0,'2018-7-3');
INSERT Payments (Value, Date) VALUES (0.0,'2016-12-14');
INSERT Payments (Value, Date) VALUES (0.0,'2018-11-29');
INSERT Payments (Value, Date) VALUES (0.0,'2016-6-24');
INSERT Payments (Value, Date) VALUES (1501.5663,'2015-6-27');
INSERT Payments (Value, Date) VALUES (0.0,'2018-10-5');
INSERT Payments (Value, Date) VALUES (0.0,'2017-5-6');
INSERT Payments (Value, Date) VALUES (0.0,'2017-4-15');
INSERT Payments (Value, Date) VALUES (0.0,'2017-10-14');
INSERT Payments (Value, Date) VALUES (0.0,'2018-6-13');
INSERT Payments (Value, Date) VALUES (0.0,'2015-12-1');
INSERT Payments (Value, Date) VALUES (0.0,'2017-2-4');
INSERT Payments (Value, Date) VALUES (0.0,'2016-3-1');
INSERT Payments (Value, Date) VALUES (0.0,'2017-2-16');
INSERT Payments (Value, Date) VALUES (0.0,'2017-11-18');
INSERT Payments (Value, Date) VALUES (0.0,'2016-10-3');
INSERT Payments (Value, Date) VALUES (0.0,'2018-12-15');
INSERT Payments (Value, Date) VALUES (0.0,'2015-8-19');
INSERT Payments (Value, Date) VALUES (0.0,'2015-2-12');
INSERT Payments (Value, Date) VALUES (0.0,'2015-3-4');
INSERT Payments (Value, Date) VALUES (0.0,'2017-4-16');
INSERT Payments (Value, Date) VALUES (0.0,'2015-12-13');
INSERT Payments (Value, Date) VALUES (0.0,'2017-9-17');
INSERT Payments (Value, Date) VALUES (0.0,'2018-5-8');
INSERT Payments (Value, Date) VALUES (0.0,'2016-3-18');
INSERT Payments (Value, Date) VALUES (0.0,'2015-2-12');
INSERT Payments (Value, Date) VALUES (0.0,'2017-1-22');
INSERT Payments (Value, Date) VALUES (0.0,'2017-6-7');
INSERT Payments (Value, Date) VALUES (0.0,'2017-7-24');
INSERT Payments (Value, Date) VALUES (0.0,'2017-6-12');
INSERT Payments (Value, Date) VALUES (0.0,'2018-5-17');
INSERT Payments (Value, Date) VALUES (0.0,'2018-11-19');
INSERT Payments (Value, Date) VALUES (0.0,'2017-5-1');
INSERT Payments (Value, Date) VALUES (0.0,'2016-9-30');
INSERT Payments (Value, Date) VALUES (654.70135,'2018-3-25');
INSERT Payments (Value, Date) VALUES (0.0,'2017-12-9');
INSERT Payments (Value, Date) VALUES (0.0,'2016-6-26');
INSERT Payments (Value, Date) VALUES (0.0,'2017-10-8');
INSERT Payments (Value, Date) VALUES (0.0,'2018-9-9');
INSERT Payments (Value, Date) VALUES (0.0,'2015-3-30');
INSERT Payments (Value, Date) VALUES (1735.3549,'2017-12-23');
INSERT Payments (Value, Date) VALUES (0.0,'2017-1-19');
INSERT Payments (Value, Date) VALUES (0.0,'2015-7-3');
INSERT Payments (Value, Date) VALUES (0.0,'2015-8-18');
INSERT Payments (Value, Date) VALUES (0.0,'2017-4-15');
INSERT Payments (Value, Date) VALUES (0.0,'2017-1-17');
INSERT Payments (Value, Date) VALUES (0.0,'2017-6-3');
INSERT Payments (Value, Date) VALUES (0.0,'2016-2-5');
INSERT Payments (Value, Date) VALUES (0.0,'2018-1-11');
INSERT Payments (Value, Date) VALUES (0.0,'2017-11-21');
INSERT Payments (Value, Date) VALUES (0.0,'2016-8-26');
INSERT Payments (Value, Date) VALUES (0.0,'2017-12-1');
INSERT Payments (Value, Date) VALUES (0.0,'2015-2-24');
INSERT Payments (Value, Date) VALUES (0.0,'2018-9-18');
INSERT Payments (Value, Date) VALUES (0.0,'2018-5-13');
INSERT Payments (Value, Date) VALUES (0.0,'2015-7-27');
INSERT Payments (Value, Date) VALUES (0.0,'2018-8-12');
INSERT Payments (Value, Date) VALUES (0.0,'2016-4-4');
INSERT Payments (Value, Date) VALUES (0.0,'2015-3-25');
INSERT Payments (Value, Date) VALUES (0.0,'2016-2-5');
INSERT Payments (Value, Date) VALUES (2216.8682,'2015-5-29');
INSERT Payments (Value, Date) VALUES (0.0,'2017-5-5');
INSERT Payments (Value, Date) VALUES (0.0,'2017-5-20');
INSERT Payments (Value, Date) VALUES (1051.393,'2015-7-13');
INSERT Payments (Value, Date) VALUES (0.0,'2016-6-16');
INSERT Payments (Value, Date) VALUES (154.46362,'2017-6-30');
INSERT Payments (Value, Date) VALUES (0.0,'2018-8-3');
INSERT Payments (Value, Date) VALUES (0.0,'2016-4-3');
INSERT Payments (Value, Date) VALUES (0.0,'2018-12-25');
INSERT Payments (Value, Date) VALUES (0.0,'2017-4-4');
INSERT Payments (Value, Date) VALUES (0.0,'2016-9-30');
INSERT Payments (Value, Date) VALUES (856.3826,'2017-5-9');
INSERT Payments (Value, Date) VALUES (0.0,'2016-12-14');
INSERT Payments (Value, Date) VALUES (0.0,'2015-11-3');
INSERT Payments (Value, Date) VALUES (5244.0312,'2016-1-11');
INSERT Payments (Value, Date) VALUES (0.0,'2016-3-6');
INSERT Payments (Value, Date) VALUES (0.0,'2015-1-22');
INSERT Payments (Value, Date) VALUES (0.0,'2017-2-3');
INSERT Payments (Value, Date) VALUES (0.0,'2016-11-12');
INSERT Payments (Value, Date) VALUES (0.0,'2017-5-13');
INSERT Payments (Value, Date) VALUES (0.0,'2017-11-19');
INSERT Payments (Value, Date) VALUES (0.0,'2016-7-30');
INSERT Payments (Value, Date) VALUES (0.0,'2015-10-9');
